file,shape,vowel,dur_norm,F1,F2,F3,frame,syllable,stress
tu:təx-3.TextGrid,CV:Cax,u:,200.4878049,372.8398057,1263.15403,2549.690292,2,1,1
tu:təx-3.TextGrid,CV:Cax,ə,98.04878049,472.1067854,1313.972834,2719.427915,2,2,0
vo:ti:.TextGrid,CV:CV:,o:,148.4759095,483.422216581249,1112.25617254278,2312.53083913873,1,1,1
vo:ti:.TextGrid,CV:CV:,i:,276.3028515,312.2965037,1935.547014,2996.804391,1,2,0
vo:ti:.TextGrid,CV:CV:,o:,186.9955157,429.557985,1284.584595,2743.426427,2,1,1
vo:ti:.TextGrid,CV:CV:,i:,351.1210762,278.4078231,1995.450273,2768.353578,2,2,0
vo:ti:-2.TextGrid,CV:CV:,o:,160,497.171595981136,1309.55433005483,2391.68943629303,1,1,1
vo:ti:-2.TextGrid,CV:CV:,i:,312.2222222,306.0979791,2040.229658,3054.859238,1,2,0
vo:ti:-2.TextGrid,CV:CV:,o:,120.1923077,517.8047058,1581.830744,2409.01236,2,1,1
vo:ti:-2.TextGrid,CV:CV:,i:,279.8076923,354.2054725,1586.695921,2764.588936,2,2,0
vo:ti:-3.TextGrid,CV:CV:,o:,160.2434077,420.61464104238,1261.49388804842,2341.87670117452,1,1,1
vo:ti:-3.TextGrid,CV:CV:,i:,311.3590264,301.6342383,2048.45204,2968.195867,1,2,0
vo:ti:-3.TextGrid,CV:CV:,o:,128.5714286,431.9317296,1242.845552,2438.115928,2,1,1
vo:ti:-3.TextGrid,CV:CV:,i:,268.3673469,353.6692971,1892.989109,2983.588813,2,2,0
